itemLabel,occupationLabel
Quintus Glitius Atilius Agricola,personnalité politique
Volumnia,sage-femme
Hermias,écrivain
Hermias,philosophe
Ours de Soleure,soldat
Ours de Soleure,martyr
Publius Salvius Aper,personnalité politique
Victoire de Cordoue,
Arbuscula,mime
Arbuscula,acteur de théâtre
Darès le Phrygien,écrivain
Marcus Livius Drusus Libo,militaire
Marcus Livius Drusus Libo,personnalité politique
Junia Silana,
Lucius Antistius Burrus,personnalité politique
Sextus Vettulenus Civica Pompeianus,personnalité politique
Lucius Rubellius Geminus,militaire
Lucius Rubellius Geminus,personnalité politique
Caecilia Metella,
Gaius Julius Cornutus Tertullus,militaire
Gaius Julius Cornutus Tertullus,personnalité politique
Saint Marin,tailleur de pierre
Aurelia Orestilla,
Cornelia Lentula,
Poppae Sabina,
Marcus Papirius Mugillanus,homme politique de la Rome antique
Marcus Papirius Mugillanus,militaire
Lucius Iulius Iullus,homme politique de la Rome antique
Lucius Iulius Iullus,militaire
Lucius Ceionius Commodus,personnalité politique
Gaius Junius Tiberianus,personnalité politique
Quintus Fabius Barbarus Antonius Macer,personnalité politique
Publius Egnatius Celer,philosophe
Anicius Faustus Albinus Basilius,personnalité politique
Caius Manlius Valens,militaire
Caius Manlius Valens,personnalité politique
Julius Pollux,écrivain
Julius Pollux,sophiste
Julius Pollux,philosophe
Julius Pollux,orateur
Julius Pollux,lexicographe
Aulus Sempronius Atratinus,homme politique de la Rome antique
Aulus Sempronius Atratinus,militaire
Gaius Fonteius Agrippa,personnalité politique
Gildon,personnalité politique
Gildon,officier
Cossus Cornelius Lentulus,militaire
Cossus Cornelius Lentulus,personnalité politique
Caius Antistius Vetus,militaire
Caius Antistius Vetus,personnalité politique
Publius Cornelius Saecularis,personnalité politique
Aradius Rufinus,personnalité politique
Aradius Rufinus,officier
Numerius Fabius Ambustus,homme politique de la Rome antique
Numerius Fabius Ambustus,militaire
Numerius Fabius Ambustus,ancient Roman diplomat
Lucius Calpurnius Piso,militaire
Lucius Calpurnius Piso,personnalité politique
Lucius Ragonius Quintianus,militaire
Lucius Ragonius Quintianus,personnalité politique
Lucius Ragonius Quintianus,officier
Servius Sulpicius Camerinus,homme politique de la Rome antique
Caius Julius Quadratus Bassus,officier
Caius Julius Quadratus Bassus,fonctionnaire
Lucius Seius Strabo,militaire
Lucius Seius Strabo,personnalité politique
Aspasius Paternus,personnalité politique
Gaius Trebonius,homme politique de la Rome antique
Gaius Trebonius,militaire
Lucius Calpurnius Piso Frugi,écrivain
Lucius Calpurnius Piso Frugi,annaliste
Lucius Calpurnius Piso Frugi,homme politique de la Rome antique
Lucius Calpurnius Piso Frugi,militaire
Lucius Calpurnius Piso Frugi,historien romain de l'antiquité
Lucius Clodius Macer,personnalité politique
Lucius Clodius Macer,soldat
Maxime,usurpateur
Manius Acilius Glabrio,homme politique de la Rome antique
Manius Acilius Glabrio,militaire
Quintus Labienus,militaire
Caius Licinius Macer Calvus,écrivain
Caius Licinius Macer Calvus,poète
Caius Licinius Macer Calvus,orateur
Valérien II,monarque
Julius Valens Licinianus,personnalité politique
Maximianus,écrivain
Maximianus,poète
Maximianus,auteur
Lucius Cassius Longinus,homme politique de la Rome antique
Lucius Cassius Longinus,militaire
Valère de Trèves,prêtre catholique
Publius Valerius Laevinus,homme politique de la Rome antique
Publius Valerius Laevinus,militaire
Lucius Manlius Vulso Longus,homme politique de la Rome antique
Lucius Manlius Vulso Longus,militaire
Favorinus d'Arles,écrivain
Favorinus d'Arles,poète
Marcus Valerius Messalla,homme politique de la Rome antique
Rémus,
Equitius,personnalité politique
Equitius,soldat
Agripa Furius Fusus,homme politique de la Rome antique
Agripa Furius Fusus,militaire
Lucius Valerius Potitus,homme politique de la Rome antique
Lucius Valerius Potitus,militaire
Marcus Valerius Lactucinus Maximus,homme politique de la Rome antique
Marcus Valerius Lactucinus Maximus,militaire
Marcus Trebonius,homme politique de la Rome antique
Marcus Trebonius,militaire
Marcus Veturius Crassus Cicurinus,homme politique de la Rome antique
Marcus Veturius Crassus Cicurinus,militaire
Gnaeus Sergius Fidenas Coxo,homme politique de la Rome antique
Gnaeus Sergius Fidenas Coxo,militaire
Vulcatius Gallicanus,historien
Caius Curtius Philo,homme politique de la Rome antique
Caius Curtius Philo,militaire
Publius Cornelius,homme politique de la Rome antique
Publius Servilius Casca,homme politique de la Rome antique
Alexander (alabarque),officier des douanes
Cnaeus Pompeius Longinus,personnalité politique
Quintus Aelius Tubero,homme politique de la Rome antique
Quintus Aelius Tubero,militaire
Quintus Caecilius Epirota,grammaticus
Quintus Claudius,militaire
Cornificius,écrivain
Cornificius,poète
Cornificius,rhéteur
Quintus Cosconius,poète
Quintus Cosconius,épigrammatiste
Quintus Maecius,poète
Quintus Sertinius,médecin
Quintus Servilius Caepio,homme politique de la Rome antique
Quintus Servilius Caepio,militaire
Lucius Statius Quadratus,militaire
Lucius Statius Quadratus,personnalité politique
Titus Hoenius Severus,personnalité politique
Marcus Vettius Bolanus,militaire
Marcus Vettius Bolanus,personnalité politique
Helenius Acro,écrivain
Helenius Acro,grammairien
Lucius Apronius,militaire
Lucius Apronius,personnalité politique
Virius Orfitus,personnalité politique
Virius Orfitus,officier
Marcus Valerius Messalla Barbatus,militaire
Marcus Valerius Messalla Barbatus,personnalité politique
Marcus Vinicius,militaire
Marcus Vinicius,personnalité politique
Marcus Claudius Marcellus,homme politique de la Rome antique
Marcus Claudius Marcellus,militaire
Lucius Fundanius Lamia Aelianus,personnalité politique
Marcus Arruntius Aquila,personnalité politique
Marcus Atilius Postumus Bradua,personnalité politique
Marcus Asellius,homme politique de la Rome antique
Marcus Atilius Regulus,homme politique de la Rome antique
Marcus Barbius Aemilianus,
Marcus Atius Balbus,personnalité politique
Marcus Baebius Tamphilus,
Marcus Valerius,
Marcus Valerius Bradua,chef militaire
Marcus Valerius Bradua Claudianus,
Marcus Valerius Maximus Rullianus,personnalité politique
Marcus Valerius Iunianus,
Marcus Vibius Liberalis,
Marcus Vindius Verus,
Marcus Volscius Fictor,
Marcus Volusius,
Marcus Volumnius,
Marcus Gavius Orfitus,personnalité politique
Marc Gratidi,personnalité politique
Marcus Aebutius Helva,homme politique de la Rome antique
Marcus Aedinius Julianus,
Marcus Aevius,
Marcus Aemilius,
Marcus Aemilius Papus,consul suffect
Marcus Aemilius Papus,sénateur romain
Marcus Insteius Bithynicus,
Marcus Calpurnius,
Marcus Calpurnius Longus,
Marcus Cassius Apollinaris,
Marcus Cispius,
Marcus Cominius Secundus,
Marcus Cocceius Nerva,
Marcus Cornelius Firmus,
Marcus Laelius Fulvius Maximus Aemilianus,personnalité politique
Marcus Licinius Ruso,
Marcus Licinius Celer Nepos,
Marcus Lollius,homme politique de la Rome antique
Marcus Macrinius Avitus Catonius Vindex,chef militaire
Marcus Manilius Vopiscus,personnalité politique
Marcus Meneius,
Marcus Metilius,
Marcus Maecius Rufus,personnalité politique
Marcus Minucius Rufus,
Marcus Mummius Albinus,
Marcus Mummius Albinus,
Marcus Nonius Arrius Mucianus Manlius Carbo,
Marcus Nonius Mucianus,
Marcus Ostorius Scapula,
Marcus Petronius Umbrinus,personnalité politique
Marcus Plautius Silvanus Aelianus,
Marcus Pisibanius Lepidus,
Marcus Pontius Sabinus,
Marcus Pomponius,homme politique de la Rome antique
Marcus Postumius,
Marcus Postumius Festus,personnalité politique
Marcus Rebilus Apronianus,personnalité politique
Marcus Sextius,homme politique de la Rome antique
Marcus Septimius Aper,
Marcus Servilius,
Marcus Servilius Silanus,
Marcus Servilius Fabianus Maximus,chef militaire
Marcus Silius,
Marcus Scantius,
Marcus Spurius,homme politique de la Rome antique
Marcus Statorius Secundus,
Marcus Statius Longinus,chef militaire
Marcus Terentius Varro Gibba,
Marcus Titinius,
Marcus Tullius Cerialis,personnalité politique
Marcus Ulpius Senecio Saturninus,
Marcus Flavius Aper,
Decimus Fonteius Frontonianus Lucius Stertinius Rufinus,personnalité politique
Marcus Fulvius,
Marcus Furius Camillus,
Marcus Furius Fusus,
Marcus Herennius Secundus,
Marcus Herennius Faustus,prêtre
Marcus Caesonius,personnalité politique
Marcus Ceccius Justinus,
Marcus Caelius,
Marcus Caeparius,conspirateur
Marcus Caecilius Metellus,militaire
Marcus Caecilius Metellus,personnalité politique
Marcus Iunius Mettius Rufus,
Marcus Junius Silanus,
Marcus Iunius Homullus,sénateur romain
Marcus Iunius Homullus,
Minicius Opimianus,
Ninnius Hastianus,
Novius Sabinianus,
Papiria,
Prifernius Paetus,personnalité politique
Publius Aquillus Gallus,
Publius Aquilius,
Appuleius,homme politique de la Rome antique
Publius Apustius,personnalité politique
Publius Valerius Marinus,personnalité politique
Publius Valerius Patruinus,personnalité politique
Publius Vigellius Raius Plarius Saturninus Atilius Braduanus Caucidius Tertullus,sénateur romain
Publius Vicrius,
Caius Asinius Rufus,personnalité politique
Caius Asinius Protimus Quadratus,personnalité politique
Gaius Atinius,consul
Caius Atinius Labeo,homme politique de la Rome antique
Gaius Betitius Pius,
Gaius Avidius Heliodorus,orateur
Gaius Caesonius Macer Rufinianus,personnalité politique
Caius Calvisius Sabinus,militaire
Caius Calvisius Sabinus,personnalité politique
Gaius Carvilius,militaire
Caius Cassius Longinus,personnalité politique de fiction
Gaius Claudius Severus,
Gaius Fabius Hadrianus,homme politique de la Rome antique
Gaius Fulcinius,diplomate
Gaius Fulcinius,homme politique de la Rome antique
Caius Julius Alexion,monarque
Gaius Julius Agrippa,fonctionnaire
Caius Julius Bassus,personnalité politique
Caius Julius Alexander Berenicianus,
Caius Julius Sampsigeramus,
Gaius Julius Cornutus Bryonianus,
Caius Julius Caesar,
Gaius Julius Marcus,
Gaius Julius Plancius Varus Cornutus,
Caius Julius Severus,consul
Caius Julius Severus,proconsul
Gaius Junius Faustinus Postumianus,
Caius Octavien,
Gaius Plancius Varus,
Caius Salonius Matidius Patruinus,personnalité politique
Caius Salonius Matidius Patruinus,juriste
Gaius Salvius Liberalis,orateur
Caius Valerius Troucillus,ancient Roman diplomat
Gaius Vitorius Hosidius Geta,prêtre
Gaius Vitorius Hosidius Geta,personnalité politique
Gratus,militaire
Marcus Cetius Faventinus,rhéteur
Accius Labeo,poète
Alfio Flavo,
Julius Africanus,orateur
Caius Cicereius,personnalité politique
Caius Claudius Crassus,homme politique de la Rome antique
Appius Claudius Nero,homme politique de la Rome antique
Appius Claudius Nero,militaire
Caius Papirius Crassus,homme politique de la Rome antique
Caius Papirius Crassus,militaire
Celio Sinfosio,écrivain
Triccianus,personnalité politique
Gaius Licinius Crassus,homme politique de la Rome antique
Gaius Licinius Crassus,militaire
Gaius Licinius Crassus,homme politique de la Rome antique
Cnaeus Aufidius Orestes,homme politique de la Rome antique
Cnaeus Aufidius Orestes,militaire
Decimus Junius Brutus Pera,homme politique de la Rome antique
Lucius Valerius Potitus,militaire
Marcus Junius Brutus,personnalité politique
Marcus Titinuis,consul
Marius Priscus,personnalité politique
Medullina,
Palladius de Ratiaria,prêtre
Pentadius,poète
Publius Cornelius Dolabella,magistrat monétaire
Publius Valerius Poplicola,homme politique de la Rome antique
Publius Valerius Poplicola,militaire
Gaius Lutatius Catulus,homme politique de la Rome antique
Gaius Lutatius Catulus,militaire
Quintus Mucius Scaevola,homme politique de la Rome antique
Quintus Mucius Scaevola,militaire
Quinto Nonio Regiliano,
Julia de Mérida,martyr chrétien
Servius Cornelius Maluginensis,militaire
Titus Peducaeus,homme politique de la Rome antique
Julia,
Julia Bodina,
Julia,
Julia Pacata,
Julia Urania,consort
Juventinus Albius Ovidius,poète
Quintus Fulvius Gillo Bittius Proculus,personnalité politique
Titus Tettienus Serenus,personnalité politique
Titus Sextius Magius Lateranus,militaire
Titus Sextius Magius Lateranus,personnalité politique
Gaius Julius Lacer,architecte
Lucius Cassius Longinus,homme politique de la Rome antique
Caecilia Metella Balearica,
Lucius Hirtuleius,chef militaire
Julia,
Julia Procilla,
Latinius Pandus,personnalité politique
Lucius Calpurnius Bestia,homme politique de la Rome antique
Lucius Calpurnius Bestia,militaire
Livia Ocellina,
Lollius Bassus,poète
Lollius Bassus,épigrammatiste
Gaius Turranius Gracilis,personnalité politique
Lucilia,
Lucius Autronius Paetus,homme politique de la Rome antique
Lucius Autronius Paetus,militaire
Lucius Caesennius Antoninus,personnalité politique
Lucius Caesennius Cento,personnalité politique
Favorinus d'Arles,philosophe
Gnaeus Papirius Carbo,homme politique de la Rome antique
Gnaeus Papirius Carbo,militaire
Lucius Caecilius Iucundus,banquier
Cnaeus Servilius Geminus,homme politique de la Rome antique
Cnaeus Servilius Geminus,militaire
Ankan,charpentier
Gaius Considius Longus,homme politique de la Rome antique
Servius Sulpicius Galba,homme politique de la Rome antique
Servius Sulpicius Galba,militaire
Publius Pomponius Secundus,écrivain
Publius Pomponius Secundus,militaire
Publius Pomponius Secundus,poète
Publius Pomponius Secundus,personnalité politique
Calpurnius Siculus,poète
Antipas de Pergame,
Constant,monarque
Gaius Dillius Vocula,soldat
Palladius,écrivain
Palladius,poète
Ælius Stilo,écrivain
Ælius Stilo,grammaticus
Ælius Stilo,philosophe
Ælius Stilo,philologue
Tiberius Sempronius Gracchus,homme politique de la Rome antique
Tiberius Sempronius Gracchus,militaire
Quintus Fufius Calenus,homme politique de la Rome antique
Quintus Fufius Calenus,militaire
Alexandre de Bergame,militaire
Caius Sempronius Tuditanus,homme politique de la Rome antique
Caius Sempronius Tuditanus,militaire
Caius Sempronius Tuditanus,historien romain de l'antiquité
Gaius Cestius Gallus,personnalité politique
Gaius Cestius Gallus,soldat
Sebastianus,monarque
Theudas,prophète
Theudas,thaumaturge
Theudas,révolutionnaire
Caius Asinius Quadratus,écrivain
Caius Asinius Quadratus,personnalité politique
Caius Asinius Quadratus,historien
Quintus Baebius Tamphilus,diplomate
Quintus Baebius Tamphilus,militaire
Annaeus Serenus,personnalité politique
Marcus Annius Verus Caesar,personnalité politique
Lucius Aemilius Papus,homme politique de la Rome antique
Lucius Aemilius Papus,militaire
Publius Cornelius Lentulus,homme politique de la Rome antique
Publius Cornelius Lentulus,militaire
Lucius Mummius Felix Cornelianus,personnalité politique
Quintus Marcius Rex,homme politique de la Rome antique
Quintus Marcius Rex,militaire
Séverin de Cologne,prêtre
Faltonia Betitia Proba,poète
Coriolan,homme politique de la Rome antique
Coriolan,militaire
Sextus Quintilius Maximus,personnalité politique
Marcus Antonius Antyllus,personnalité politique
Aulus Avilius Flaccus,personnalité politique
Hilarius,personnalité politique
Aulus Postumius Albinus,homme politique de la Rome antique
Aulus Postumius Albinus,militaire
Lucius Siccius Dentatus,homme politique de la Rome antique
Lucius Siccius Dentatus,militaire
Flavius Paulus,personnalité politique
Magnus,consul
Gnaeus Domitius Ahenobarbus,personnalité politique
Manlius Boethius,personnalité politique
Achilleus,personnalité politique
Achilleus,fonctionnaire
Achilleus,soldat
Marcus Atilius Regulus Calenus,homme politique de la Rome antique
Marcus Atilius Regulus Calenus,militaire
Antiochus de Sulci,médecin
Marcus Minucius Rufus,homme politique de la Rome antique
Marcus Minucius Rufus,militaire
Publius Furius Philus,homme politique de la Rome antique
Publius Furius Philus,militaire
Antistia,
Alcimius,poète
Publius Antistius,avocat
Publius Antistius,homme politique de la Rome antique
Publius Claudius Pulcher,homme politique de la Rome antique
